Region of UK,Area of Residence,Year,Visits by region of UK and area of residence,Spendings by region of UK and area of residence,Nights Spent by region of UK and area of residence
South West,Europe,2022 Q2,369000.0,155.0,2233000.0
South West,European Union,2022 Q2,339000.0,140.0,2052000.0
South West,EU15,2022 Q2,305000.0,129.0,1833000.0
South West,Other European Union,2022 Q2,35000.0,11.0,219000.0
South West,Other Countries,2022 Q2,81000.0,81.0,1007000.0
South West,Total World,2022 Q2,540000.0,309.0,3825000.0
Total England,North America,2022 Q2,1371000.0,1585.0,11513000.0
Total England,Europe,2022 Q2,4613000.0,2391.0,25046000.0
Total England,European Union,2022 Q2,4187000.0,2041.0,22441000.0
Total England,EU15,2022 Q2,3517000.0,1773.0,18073000.0
Total England,Other European Union,2022 Q2,670000.0,269.0,4367000.0
Total England,Other Countries,2022 Q2,1101000.0,1795.0,17161000.0
Total England,Total World,2022 Q2,7084000.0,5771.0,53721000.0
Scotland,North America,2022 Q2,250000.0,486.0,2717000.0
Scotland,Europe,2022 Q2,419000.0,284.0,3223000.0
Scotland,European Union,2022 Q2,376000.0,254.0,2985000.0
Scotland,EU15,2022 Q2,314000.0,234.0,2356000.0
Scotland,Other European Union,2022 Q2,62000.0,21.0,630000.0
Scotland,Other Countries,2022 Q2,107000.0,111.0,1552000.0
Scotland,Total World,2022 Q2,775000.0,881.0,7492000.0
Wales,North America,2022 Q2,37000.0,21.0,284000.0
Wales,Europe,2022 Q2,112000.0,41.0,661000.0
Wales,European Union,2022 Q2,102000.0,35.0,554000.0
Wales,EU15,2022 Q2,90000.0,29.0,477000.0
Wales,Other European Union,2022 Q2,13000.0,6.0,77000.0
Wales,Other Countries,2022 Q2,34000.0,39.0,463000.0
Wales,Total World,2022 Q2,184000.0,101.0,1408000.0
All Regions,North America,2022 Q2,1587000.0,2113.0,14617000.0
All Regions,Europe,2022 Q2,5189000.0,2773.0,29169000.0
All Regions,European Union,2022 Q2,4713000.0,2375.0,26217000.0
All Regions,EU15,2022 Q2,3967000.0,2079.0,21130000.0
All Regions,Other European Union,2022 Q2,746000.0,297.0,5087000.0
All Regions,Other Countries,2022 Q2,1181000.0,1960.0,19279000.0
All Regions,Total World,2022 Q2,7957000.0,6847.0,63065000.0
North East,North America,2022 Q3,19000.0,20.0,119000.0
North East,Europe,2022 Q3,122000.0,73.0,827000.0
North East,European Union,2022 Q3,107000.0,59.0,629000.0
North East,EU15,2022 Q3,93000.0,56.0,570000.0
North East,Other European Union,2022 Q3,14000.0,3.0,59000.0
North East,Other Countries,2022 Q3,35000.0,41.0,707000.0
North East,Total World,2022 Q3,176000.0,134.0,1654000.0
North West,North America,2022 Q3,104000.0,82.0,729000.0
North West,Europe,2022 Q3,566000.0,223.0,2919000.0
North West,European Union,2022 Q3,514000.0,195.0,2625000.0
North West,EU15,2022 Q3,414000.0,172.0,2009000.0
North West,Other European Union,2022 Q3,100000.0,23.0,616000.0
North West,Other Countries,2022 Q3,188000.0,239.0,3106000.0
North West,Total World,2022 Q3,859000.0,544.0,6754000.0
Yorkshire and the Humber,North America,2022 Q3,68000.0,45.0,659000.0
Yorkshire and the Humber,Europe,2022 Q3,227000.0,84.0,1401000.0
Yorkshire and the Humber,European Union,2022 Q3,207000.0,75.0,1241000.0
Yorkshire and the Humber,EU15,2022 Q3,153000.0,64.0,828000.0
Yorkshire and the Humber,Other European Union,2022 Q3,55000.0,11.0,413000.0
Yorkshire and the Humber,Other Countries,2022 Q3,52000.0,47.0,1212000.0
Yorkshire and the Humber,Total World,2022 Q3,347000.0,175.0,3271000.0
East Midlands,North America,2022 Q3,49000.0,39.0,391000.0
East Midlands,Europe,2022 Q3,233000.0,104.0,1369000.0
East Midlands,European Union,2022 Q3,214000.0,101.0,1282000.0
East Midlands,EU15,2022 Q3,151000.0,72.0,862000.0
East Midlands,Other European Union,2022 Q3,63000.0,29.0,420000.0
East Midlands,Other Countries,2022 Q3,67000.0,67.0,1760000.0
East Midlands,Total World,2022 Q3,348000.0,210.0,3519000.0
West Midlands,North America,2022 Q3,69000.0,57.0,702000.0
West Midlands,Europe,2022 Q3,326000.0,124.0,1861000.0
West Midlands,European Union,2022 Q3,305000.0,118.0,1749000.0
West Midlands,EU15,2022 Q3,224000.0,94.0,1373000.0
West Midlands,Other European Union,2022 Q3,80000.0,24.0,377000.0
West Midlands,Other Countries,2022 Q3,95000.0,122.0,3057000.0
West Midlands,Total World,2022 Q3,489000.0,303.0,5620000.0
East of England,North America,2022 Q3,114000.0,107.0,1324000.0
East of England,Europe,2022 Q3,454000.0,182.0,2664000.0
East of England,European Union,2022 Q3,418000.0,160.0,2195000.0
East of England,EU15,2022 Q3,313000.0,117.0,1580000.0
East of England,Other European Union,2022 Q3,105000.0,43.0,615000.0
East of England,Other Countries,2022 Q3,108000.0,96.0,1804000.0
East of England,Total World,2022 Q3,676000.0,385.0,5791000.0
London,North America,2022 Q3,1337000.0,1317.0,7469000.0
London,Europe,2022 Q3,2551000.0,1438.0,12913000.0
London,European Union,2022 Q3,2285000.0,1238.0,11154000.0
London,EU15,2022 Q3,1974000.0,1075.0,9141000.0
London,Other European Union,2022 Q3,310000.0,163.0,2013000.0
London,Other Countries,2022 Q3,983000.0,1444.0,11910000.0
London,Total World,2022 Q3,4871000.0,4199.0,32293000.0
South East,North America,2022 Q3,299000.0,260.0,2399000.0
South East,Europe,2022 Q3,812000.0,391.0,5450000.0
South East,European Union,2022 Q3,718000.0,320.0,4295000.0
South East,EU15,2022 Q3,585000.0,266.0,3231000.0
South East,Other European Union,2022 Q3,133000.0,54.0,1064000.0
South East,Other Countries,2022 Q3,230000.0,285.0,3771000.0
South East,Total World,2022 Q3,1340000.0,936.0,11619000.0
South West,North America,2022 Q3,152000.0,127.0,1076000.0
South West,Europe,2022 Q3,536000.0,296.0,4130000.0
South West,European Union,2022 Q3,478000.0,256.0,3604000.0
South West,EU15,2022 Q3,418000.0,233.0,3075000.0
South West,Other European Union,2022 Q3,60000.0,23.0,529000.0
South West,Other Countries,2022 Q3,106000.0,93.0,1627000.0
South West,Total World,2022 Q3,795000.0,516.0,6833000.0
Total England,North America,2022 Q3,1870000.0,2053.0,14876000.0
Total England,Europe,2022 Q3,5188000.0,2918.0,33554000.0
Total England,European Union,2022 Q3,4692000.0,2522.0,28786000.0
Total England,EU15,2022 Q3,3864000.0,2148.0,22678000.0
Total England,Other European Union,2022 Q3,828000.0,373.0,6107000.0
Total England,Other Countries,2022 Q3,1590000.0,2437.0,28986000.0
Total England,Total World,2022 Q3,8649000.0,7407.0,77415000.0
Scotland,North America,2022 Q3,410000.0,624.0,3685000.0
Scotland,Europe,2022 Q3,754000.0,551.0,5269000.0
Scotland,European Union,2022 Q3,665000.0,471.0,4774000.0
Scotland,EU15,2022 Q3,592000.0,444.0,4324000.0
Scotland,Other European Union,2022 Q3,74000.0,26.0,450000.0
Scotland,Other Countries,2022 Q3,191000.0,229.0,2568000.0
Scotland,Total World,2022 Q3,1355000.0,1404.0,11521000.0
Wales,North America,2022 Q3,52000.0,37.0,304000.0
Wales,Europe,2022 Q3,173000.0,68.0,1033000.0
Wales,European Union,2022 Q3,156000.0,57.0,943000.0
Wales,EU15,2022 Q3,136000.0,52.0,826000.0
Wales,Other European Union,2022 Q3,20000.0,4.0,117000.0
Wales,Other Countries,2022 Q3,36000.0,49.0,389000.0
Wales,Total World,2022 Q3,261000.0,154.0,1726000.0
All Regions,North America,2022 Q3,2157000.0,2734.0,18955000.0
All Regions,Europe,2022 Q3,6084000.0,3604.0,40142000.0
All Regions,European Union,2022 Q3,5484000.0,3106.0,34787000.0
All Regions,EU15,2022 Q3,4554000.0,2699.0,28002000.0
All Regions,Other European Union,2022 Q3,931000.0,407.0,6786000.0
All Regions,Other Countries,2022 Q3,1706000.0,2729.0,32158000.0
All Regions,Total World,2022 Q3,9946000.0,9066.0,91255000.0
North East,North America,2022 Q4,15000.0,17.0,144000.0
North East,Europe,2022 Q4,83000.0,29.0,398000.0
North East,European Union,2022 Q4,74000.0,26.0,375000.0
North East,EU15,2022 Q4,64000.0,23.0,271000.0
North East,Other European Union,2022 Q4,11000.0,3.0,104000.0
North East,Other Countries,2022 Q4,21000.0,33.0,603000.0
North East,Total World,2022 Q4,118000.0,79.0,1146000.0
North West,North America,2022 Q4,65000.0,52.0,615000.0
North West,Europe,2022 Q4,576000.0,297.0,3349000.0
North West,European Union,2022 Q4,515000.0,254.0,3081000.0
North West,EU15,2022 Q4,417000.0,225.0,2550000.0
North West,Other European Union,2022 Q4,98000.0,29.0,531000.0
North West,Other Countries,2022 Q4,119000.0,138.0,2201000.0
North West,Total World,2022 Q4,760000.0,487.0,6165000.0
Yorkshire and the Humber,North America,2022 Q4,33000.0,20.0,280000.0
Yorkshire and the Humber,Europe,2022 Q4,258000.0,92.0,1397000.0
Yorkshire and the Humber,European Union,2022 Q4,236000.0,73.0,1294000.0
Yorkshire and the Humber,EU15,2022 Q4,185000.0,64.0,1091000.0
Yorkshire and the Humber,Other European Union,2022 Q4,51000.0,10.0,203000.0
Yorkshire and the Humber,Other Countries,2022 Q4,54000.0,41.0,481000.0
Yorkshire and the Humber,Total World,2022 Q4,345000.0,153.0,2159000.0
East Midlands,North America,2022 Q4,31000.0,21.0,266000.0
East Midlands,Europe,2022 Q4,194000.0,76.0,1263000.0
East Midlands,European Union,2022 Q4,187000.0,74.0,1246000.0
East Midlands,EU15,2022 Q4,128000.0,65.0,1022000.0
East Midlands,Other European Union,2022 Q4,58000.0,9.0,225000.0
East Midlands,Other Countries,2022 Q4,47000.0,37.0,459000.0
East Midlands,Total World,2022 Q4,272000.0,134.0,1988000.0
West Midlands,North America,2022 Q4,38000.0,31.0,315000.0
West Midlands,Europe,2022 Q4,433000.0,178.0,2176000.0
West Midlands,European Union,2022 Q4,407000.0,169.0,2105000.0
West Midlands,EU15,2022 Q4,271000.0,131.0,1630000.0
West Midlands,Other European Union,2022 Q4,136000.0,38.0,475000.0
West Midlands,Other Countries,2022 Q4,60000.0,60.0,1063000.0
West Midlands,Total World,2022 Q4,531000.0,269.0,3554000.0
East of England,North America,2022 Q4,64000.0,49.0,582000.0
East of England,Europe,2022 Q4,444000.0,153.0,2829000.0
East of England,European Union,2022 Q4,416000.0,140.0,2700000.0
East of England,EU15,2022 Q4,286000.0,99.0,1752000.0
East of England,Other European Union,2022 Q4,130000.0,42.0,948000.0
East of England,Other Countries,2022 Q4,68000.0,54.0,906000.0
East of England,Total World,2022 Q4,575000.0,256.0,4317000.0
London,North America,2022 Q4,906000.0,986.0,5066000.0
London,Europe,2022 Q4,3295000.0,2076.0,15820000.0
London,European Union,2022 Q4,2941000.0,1810.0,14247000.0
London,EU15,2022 Q4,2606000.0,1610.0,12305000.0
London,Other European Union,2022 Q4,335000.0,200.0,1942000.0
London,Other Countries,2022 Q4,951000.0,1471.0,11035000.0
London,Total World,2022 Q4,5152000.0,4534.0,31921000.0
South East,North America,2022 Q4,139000.0,112.0,1129000.0
South East,Europe,2022 Q4,742000.0,342.0,4687000.0
South East,European Union,2022 Q4,692000.0,312.0,4420000.0
South East,EU15,2022 Q4,536000.0,210.0,2996000.0
South East,Other European Union,2022 Q4,156000.0,102.0,1424000.0
South East,Other Countries,2022 Q4,147000.0,131.0,2157000.0
South East,Total World,2022 Q4,1028000.0,584.0,7973000.0
South West,North America,2022 Q4,84000.0,79.0,665000.0
South West,Europe,2022 Q4,389000.0,168.0,2942000.0
South West,European Union,2022 Q4,363000.0,154.0,2608000.0
South West,EU15,2022 Q4,236000.0,98.0,1291000.0
South West,Other European Union,2022 Q4,127000.0,56.0,1317000.0
South West,Other Countries,2022 Q4,79000.0,87.0,928000.0
South West,Total World,2022 Q4,552000.0,334.0,4534000.0
Total England,North America,2022 Q4,1208000.0,1368.0,9071000.0
Total England,Europe,2022 Q4,6086000.0,3411.0,34860000.0
Total England,European Union,2022 Q4,5546000.0,3012.0,32077000.0
Total England,EU15,2022 Q4,4497000.0,2524.0,24908000.0
Total England,Other European Union,2022 Q4,1049000.0,488.0,7169000.0
Total England,Other Countries,2022 Q4,1314000.0,2054.0,19846000.0
Total England,Total World,2022 Q4,8607000.0,6832.0,63777000.0
Scotland,North America,2022 Q4,149000.0,218.0,1448000.0
Scotland,Europe,2022 Q4,593000.0,370.0,3861000.0
Scotland,European Union,2022 Q4,490000.0,240.0,2413000.0
Scotland,EU15,2022 Q4,423000.0,209.0,2070000.0
Scotland,Other European Union,2022 Q4,67000.0,31.0,343000.0
Scotland,Other Countries,2022 Q4,115000.0,135.0,1355000.0
Scotland,Total World,2022 Q4,857000.0,723.0,6663000.0
Wales,North America,2022 Q4,17000.0,10.0,158000.0
Wales,Europe,2022 Q4,116000.0,42.0,662000.0
Wales,European Union,2022 Q4,110000.0,40.0,639000.0
Wales,EU15,2022 Q4,84000.0,33.0,445000.0
Wales,Other European Union,2022 Q4,26000.0,7.0,194000.0
Wales,Other Countries,2022 Q4,37000.0,42.0,397000.0
Wales,Total World,2022 Q4,171000.0,94.0,1216000.0
All Regions,North America,2022 Q4,1324000.0,1601.0,10698000.0
All Regions,Europe,2022 Q4,6886000.0,3889.0,39510000.0
All Regions,European Union,2022 Q4,6246000.0,3323.0,35249000.0
All Regions,EU15,2022 Q4,5091000.0,2794.0,27542000.0
All Regions,Other European Union,2022 Q4,1156000.0,528.0,7706000.0
All Regions,Other Countries,2022 Q4,1388000.0,2242.0,21780000.0
All Regions,Total World,2022 Q4,9598000.0,7732.0,71987000.0
North East,North America,2023 Q1,9000.0,6.0,68000.0
North East,Europe,2023 Q1,34000.0,43.0,252000.0
North East,European Union,2023 Q1,26000.0,41.0,146000.0
North East,EU15,2023 Q1,21000.0,35.0,91000.0
North East,Other European Union,2023 Q1,6000.0,6.0,55000.0
North East,Other Countries,2023 Q1,17000.0,16.0,669000.0
North East,Total World,2023 Q1,60000.0,65.0,990000.0
North West,North America,2023 Q1,60000.0,28.0,550000.0
North West,Europe,2023 Q1,566000.0,235.0,2646000.0
North West,European Union,2023 Q1,502000.0,200.0,2378000.0
North West,EU15,2023 Q1,375000.0,165.0,1550000.0
North West,Other European Union,2023 Q1,127000.0,35.0,827000.0
North West,Other Countries,2023 Q1,119000.0,110.0,1467000.0
North West,Total World,2023 Q1,745000.0,373.0,4663000.0
Yorkshire and the Humber,North America,2023 Q1,19000.0,19.0,237000.0
Yorkshire and the Humber,Europe,2023 Q1,183000.0,63.0,1199000.0
Yorkshire and the Humber,European Union,2023 Q1,175000.0,52.0,1137000.0
Yorkshire and the Humber,EU15,2023 Q1,116000.0,44.0,829000.0
Yorkshire and the Humber,Other European Union,2023 Q1,59000.0,8.0,308000.0
Yorkshire and the Humber,Other Countries,2023 Q1,40000.0,50.0,677000.0
Yorkshire and the Humber,Total World,2023 Q1,243000.0,132.0,2113000.0
East Midlands,North America,2023 Q1,19000.0,51.0,279000.0
East Midlands,Europe,2023 Q1,172000.0,47.0,805000.0
East Midlands,European Union,2023 Q1,163000.0,41.0,684000.0
East Midlands,EU15,2023 Q1,100000.0,34.0,457000.0
East Midlands,Other European Union,2023 Q1,63000.0,7.0,227000.0
East Midlands,Other Countries,2023 Q1,37000.0,35.0,703000.0
East Midlands,Total World,2023 Q1,227000.0,133.0,1787000.0
West Midlands,North America,2023 Q1,33000.0,22.0,386000.0
West Midlands,Europe,2023 Q1,328000.0,94.0,1498000.0
West Midlands,European Union,2023 Q1,297000.0,84.0,1327000.0
West Midlands,EU15,2023 Q1,211000.0,71.0,965000.0
West Midlands,Other European Union,2023 Q1,86000.0,13.0,363000.0
West Midlands,Other Countries,2023 Q1,54000.0,74.0,1099000.0
West Midlands,Total World,2023 Q1,415000.0,191.0,2982000.0
East of England,North America,2023 Q1,43000.0,26.0,298000.0
East of England,Europe,2023 Q1,375000.0,127.0,2415000.0
East of England,European Union,2023 Q1,349000.0,112.0,2247000.0
East of England,EU15,2023 Q1,235000.0,86.0,1441000.0
East of England,Other European Union,2023 Q1,115000.0,26.0,807000.0
East of England,Other Countries,2023 Q1,60000.0,97.0,1390000.0
East of England,Total World,2023 Q1,479000.0,250.0,4103000.0
London,North America,2023 Q1,719000.0,766.0,4097000.0
London,Europe,2023 Q1,2665000.0,1400.0,11622000.0
London,European Union,2023 Q1,2412000.0,1180.0,10361000.0
London,EU15,2023 Q1,2029000.0,1037.0,8115000.0
London,Other European Union,2023 Q1,383000.0,143.0,2246000.0
London,Other Countries,2023 Q1,806000.0,1190.0,8351000.0
London,Total World,2023 Q1,4190000.0,3355.0,24070000.0
South East,North America,2023 Q1,100000.0,66.0,679000.0
South East,Europe,2023 Q1,553000.0,201.0,3123000.0
South East,European Union,2023 Q1,503000.0,163.0,2652000.0
South East,EU15,2023 Q1,373000.0,134.0,1993000.0
South East,Other European Union,2023 Q1,130000.0,29.0,660000.0
South East,Other Countries,2023 Q1,129000.0,147.0,2575000.0
South East,Total World,2023 Q1,781000.0,413.0,6377000.0
South West,North America,2023 Q1,43000.0,44.0,552000.0
South West,Europe,2023 Q1,264000.0,127.0,2070000.0
South West,European Union,2023 Q1,240000.0,118.0,1688000.0
South West,EU15,2023 Q1,187000.0,99.0,1405000.0
South West,Other European Union,2023 Q1,53000.0,19.0,283000.0
South West,Other Countries,2023 Q1,47000.0,33.0,472000.0
South West,Total World,2023 Q1,354000.0,204.0,3094000.0
Total England,North America,2023 Q1,953000.0,1028.0,7146000.0
Total England,Europe,2023 Q1,4844000.0,2336.0,25630000.0
Total England,European Union,2023 Q1,4406000.0,1990.0,22620000.0
Total England,EU15,2023 Q1,3457000.0,1705.0,16845000.0
Total England,Other European Union,2023 Q1,949000.0,286.0,5775000.0
Total England,Other Countries,2023 Q1,1155000.0,1758.0,17434000.0
Total England,Total World,2023 Q1,6952000.0,5122.0,50210000.0
Scotland,North America,2023 Q1,70000.0,52.0,441000.0
Scotland,Europe,2023 Q1,407000.0,207.0,2258000.0
Scotland,European Union,2023 Q1,366000.0,185.0,1915000.0
Scotland,EU15,2023 Q1,317000.0,172.0,1728000.0
Scotland,Other European Union,2023 Q1,48000.0,13.0,186000.0
Scotland,Other Countries,2023 Q1,93000.0,96.0,1271000.0
Scotland,Total World,2023 Q1,569000.0,355.0,3971000.0
Wales,North America,2023 Q1,17000.0,8.0,127000.0
Wales,Europe,2023 Q1,110000.0,42.0,598000.0
Wales,European Union,2023 Q1,105000.0,40.0,568000.0
Wales,EU15,2023 Q1,92000.0,38.0,507000.0
Wales,Other European Union,2023 Q1,12000.0,3.0,61000.0
Wales,Other Countries,2023 Q1,22000.0,17.0,158000.0
Wales,Total World,2023 Q1,150000.0,67.0,883000.0
All Regions,North America,2023 Q1,994000.0,1093.0,7729000.0
All Regions,Europe,2023 Q1,5467000.0,2647.0,28567000.0
All Regions,European Union,2023 Q1,4982000.0,2241.0,25177000.0
All Regions,EU15,2023 Q1,3970000.0,1937.0,19144000.0
All Regions,Other European Union,2023 Q1,1012000.0,304.0,6033000.0
All Regions,Other Countries,2023 Q1,1225000.0,1881.0,18919000.0
All Regions,Total World,2023 Q1,7686000.0,5621.0,55215000.0
North East,North America,2023 Q2,15000.0,12.0,76000.0
North East,Europe,2023 Q2,74000.0,30.0,540000.0
North East,European Union,2023 Q2,69000.0,25.0,474000.0
North East,EU15,2023 Q2,62000.0,22.0,436000.0
North East,Other European Union,2023 Q2,7000.0,3.0,37000.0
North East,Other Countries,2023 Q2,28000.0,32.0,831000.0
North East,Total World,2023 Q2,117000.0,74.0,1447000.0
North West,North America,2023 Q2,124000.0,87.0,779000.0
North West,Europe,2023 Q2,550000.0,256.0,2501000.0
North West,European Union,2023 Q2,472000.0,195.0,1955000.0
North West,EU15,2023 Q2,356000.0,163.0,1466000.0
North West,Other European Union,2023 Q2,116000.0,32.0,489000.0
North West,Other Countries,2023 Q2,174000.0,192.0,2720000.0
North West,Total World,2023 Q2,849000.0,534.0,6001000.0
Yorkshire and the Humber,North America,2023 Q2,51000.0,29.0,220000.0
Yorkshire and the Humber,Europe,2023 Q2,176000.0,64.0,1202000.0
Yorkshire and the Humber,European Union,2023 Q2,164000.0,59.0,1129000.0
Yorkshire and the Humber,EU15,2023 Q2,123000.0,53.0,813000.0
Yorkshire and the Humber,Other European Union,2023 Q2,42000.0,6.0,316000.0
Yorkshire and the Humber,Other Countries,2023 Q2,78000.0,63.0,888000.0
Yorkshire and the Humber,Total World,2023 Q2,305000.0,156.0,2310000.0
East Midlands,North America,2023 Q2,29000.0,17.0,168000.0
East Midlands,Europe,2023 Q2,194000.0,60.0,897000.0
East Midlands,European Union,2023 Q2,186000.0,55.0,862000.0
East Midlands,EU15,2023 Q2,123000.0,40.0,540000.0
East Midlands,Other European Union,2023 Q2,63000.0,16.0,323000.0
East Midlands,Other Countries,2023 Q2,50000.0,47.0,994000.0
East Midlands,Total World,2023 Q2,274000.0,124.0,2060000.0
West Midlands,North America,2023 Q2,51000.0,28.0,464000.0
West Midlands,Europe,2023 Q2,345000.0,130.0,1743000.0
West Midlands,European Union,2023 Q2,322000.0,119.0,1650000.0
West Midlands,EU15,2023 Q2,234000.0,101.0,1341000.0
West Midlands,Other European Union,2023 Q2,87000.0,19.0,309000.0
West Midlands,Other Countries,2023 Q2,95000.0,112.0,1499000.0
West Midlands,Total World,2023 Q2,490000.0,271.0,3706000.0
East of England,North America,2023 Q2,92000.0,64.0,563000.0
East of England,Europe,2023 Q2,405000.0,121.0,2093000.0
East of England,European Union,2023 Q2,379000.0,114.0,2005000.0
East of England,EU15,2023 Q2,279000.0,93.0,1495000.0
East of England,Other European Union,2023 Q2,100000.0,20.0,509000.0
East of England,Other Countries,2023 Q2,85000.0,62.0,1149000.0
East of England,Total World,2023 Q2,583000.0,246.0,3806000.0
London,North America,2023 Q2,1357000.0,1341.0,6560000.0
London,Europe,2023 Q2,2840000.0,1578.0,11924000.0
London,European Union,2023 Q2,2548000.0,1313.0,10327000.0
London,EU15,2023 Q2,2172000.0,1163.0,8690000.0
London,Other European Union,2023 Q2,376000.0,150.0,1637000.0
London,Other Countries,2023 Q2,1123000.0,1346.0,9330000.0
London,Total World,2023 Q2,5319000.0,4265.0,27814000.0
South East,North America,2023 Q2,201000.0,115.0,1354000.0
South East,Europe,2023 Q2,715000.0,252.0,3817000.0
South East,European Union,2023 Q2,656000.0,229.0,3444000.0
South East,EU15,2023 Q2,532000.0,210.0,2870000.0
South East,Other European Union,2023 Q2,124000.0,20.0,574000.0
South East,Other Countries,2023 Q2,180000.0,179.0,3533000.0
South East,Total World,2023 Q2,1096000.0,546.0,8704000.0
South West,North America,2023 Q2,120000.0,108.0,795000.0
South West,Europe,2023 Q2,382000.0,181.0,2130000.0
South West,European Union,2023 Q2,348000.0,162.0,1899000.0
South West,EU15,2023 Q2,311000.0,155.0,1712000.0
South West,Other European Union,2023 Q2,37000.0,7.0,187000.0
South West,Other Countries,2023 Q2,109000.0,93.0,1434000.0
South West,Total World,2023 Q2,611000.0,382.0,4359000.0
Total England,North America,2023 Q2,1750000.0,1802.0,10997000.0
Total England,Europe,2023 Q2,5291000.0,2671.0,26847000.0
Total England,European Union,2023 Q2,4787000.0,2272.0,23744000.0
Total England,EU15,2023 Q2,3899000.0,2000.0,19363000.0
Total England,Other European Union,2023 Q2,889000.0,272.0,4381000.0
Total England,Other Countries,2023 Q2,1597000.0,2131.0,22429000.0
Total England,Total World,2023 Q2,8639000.0,6603.0,60272000.0
Scotland,North America,2023 Q2,289000.0,438.0,3209000.0
Scotland,Europe,2023 Q2,701000.0,424.0,4502000.0
Scotland,European Union,2023 Q2,642000.0,389.0,4182000.0
Scotland,EU15,2023 Q2,571000.0,364.0,3779000.0
Scotland,Other European Union,2023 Q2,71000.0,25.0,403000.0
Scotland,Other Countries,2023 Q2,176000.0,226.0,2954000.0
Scotland,Total World,2023 Q2,1166000.0,1088.0,10665000.0
Wales,North America,2023 Q2,41000.0,24.0,214000.0
Wales,Europe,2023 Q2,172000.0,71.0,1036000.0
Wales,European Union,2023 Q2,156000.0,61.0,780000.0
Wales,EU15,2023 Q2,139000.0,57.0,690000.0
Wales,Other European Union,2023 Q2,17000.0,4.0,90000.0
Wales,Other Countries,2023 Q2,40000.0,28.0,297000.0
Wales,Total World,2023 Q2,254000.0,122.0,1548000.0
All Regions,North America,2023 Q2,1955000.0,2288.0,14514000.0
All Regions,Europe,2023 Q2,6256000.0,3228.0,32663000.0
All Regions,European Union,2023 Q2,5679000.0,2751.0,28975000.0
All Regions,EU15,2023 Q2,4700000.0,2445.0,24049000.0
All Regions,Other European Union,2023 Q2,978000.0,307.0,4925000.0
All Regions,Other Countries,2023 Q2,1694000.0,2398.0,25791000.0
All Regions,Total World,2023 Q2,9906000.0,7913.0,72968000.0
North East,North America,2023 Q3,26000.0,28.0,498000.0
North East,Europe,2023 Q3,108000.0,42.0,697000.0
North East,European Union,2023 Q3,99000.0,36.0,616000.0
North East,EU15,2023 Q3,81000.0,33.0,501000.0
North East,Other European Union,2023 Q3,18000.0,3.0,115000.0
North East,Other Countries,2023 Q3,51000.0,64.0,1010000.0
North East,Total World,2023 Q3,185000.0,134.0,2205000.0
North West,North America,2023 Q3,121000.0,82.0,993000.0
North West,Europe,2023 Q3,595000.0,301.0,3167000.0
North West,European Union,2023 Q3,539000.0,248.0,2838000.0
North West,EU15,2023 Q3,442000.0,217.0,2367000.0
North West,Other European Union,2023 Q3,97000.0,31.0,471000.0
North West,Other Countries,2023 Q3,231000.0,274.0,3154000.0
North West,Total World,2023 Q3,947000.0,657.0,7314000.0
Yorkshire and the Humber,North America,2023 Q3,68000.0,51.0,516000.0
Yorkshire and the Humber,Europe,2023 Q3,209000.0,71.0,1171000.0
Yorkshire and the Humber,European Union,2023 Q3,190000.0,64.0,1062000.0
Yorkshire and the Humber,EU15,2023 Q3,141000.0,50.0,734000.0
Yorkshire and the Humber,Other European Union,2023 Q3,49000.0,14.0,328000.0
Yorkshire and the Humber,Other Countries,2023 Q3,74000.0,124.0,1016000.0
Yorkshire and the Humber,Total World,2023 Q3,351000.0,246.0,2703000.0
East Midlands,North America,2023 Q3,38000.0,31.0,398000.0
East Midlands,Europe,2023 Q3,229000.0,104.0,1303000.0
East Midlands,European Union,2023 Q3,211000.0,93.0,1153000.0
East Midlands,EU15,2023 Q3,154000.0,70.0,971000.0
East Midlands,Other European Union,2023 Q3,57000.0,23.0,182000.0
East Midlands,Other Countries,2023 Q3,80000.0,87.0,2116000.0
East Midlands,Total World,2023 Q3,347000.0,222.0,3817000.0
West Midlands,North America,2023 Q3,56000.0,42.0,466000.0
West Midlands,Europe,2023 Q3,386000.0,182.0,1955000.0
West Midlands,European Union,2023 Q3,364000.0,175.0,1877000.0
West Midlands,EU15,2023 Q3,254000.0,128.0,1149000.0
West Midlands,Other European Union,2023 Q3,110000.0,47.0,728000.0
West Midlands,Other Countries,2023 Q3,118000.0,154.0,3032000.0
West Midlands,Total World,2023 Q3,561000.0,378.0,5453000.0
East of England,North America,2023 Q3,73000.0,75.0,807000.0
East of England,Europe,2023 Q3,414000.0,170.0,2293000.0
East of England,European Union,2023 Q3,393000.0,160.0,2170000.0
East of England,EU15,2023 Q3,315000.0,141.0,1673000.0
East of England,Other European Union,2023 Q3,78000.0,19.0,497000.0
East of England,Other Countries,2023 Q3,118000.0,139.0,1606000.0
East of England,Total World,2023 Q3,605000.0,384.0,4706000.0
London,North America,2023 Q3,1163000.0,1015.0,6289000.0
London,Europe,2023 Q3,2719000.0,1637.0,14456000.0
London,European Union,2023 Q3,2425000.0,1407.0,12615000.0
London,EU15,2023 Q3,2072000.0,1238.0,10205000.0
London,Other European Union,2023 Q3,353000.0,169.0,2410000.0
London,Other Countries,2023 Q3,1556000.0,2052.0,15920000.0
London,Total World,2023 Q3,5438000.0,4704.0,36665000.0
